longitude,latitude,val
-88.522923,42.660919,1
-101.885391,35.267353,1
-68.009825,46.842162,1
-73.429554,41.082789,1
-74.232109,40.782618,1
-74.070034,40.875277,1
-74.672938,41.651953,1
-78.8592257288361,42.8601082048398,1
-76.647804,40.572305,1
-75.7876069656067,38.7149924884876,1
-77.501414,37.419674,1
-80.2401848,36.0781916,1
-79.77377,36.040371,1
-81.055212,35.250341,1
-78.3531988968201,34.9919144723595,1
-84.855059,34.231469,1
-84.696877,33.330208,1
-84.416951,33.795583,1
-83.8901784146805,34.251436809391,1
-82.6043032711639,29.8156094949518,1
-81.576634,30.314705,1
-81.232029,28.568905,1
-85.1503184246063,31.9120218755144,1
-85.828466084657,33.6420794199319,1
-85.620314,33.921589,1
-85.362562,33.136025,1
-85.4763682209015,33.3315279279969,1
-85.371078,32.613832,1
-88.84445,33.44524,1
-89.428718,31.730092,1
-89.153519,32.332444,1
-88.728494,32.044212,1
-88.6288202367707,31.664652336115,1
-89.092705,30.387011,1
-90.105773,31.125255,1
-86.4767571375732,36.9670067317848,1
-83.793113,41.599915,1
-81.527391,41.021243,1
-84.1853395,40.2880521,1
-84.119562,39.801785,1
-86.1913512711639,39.6859544624013,1
-85.999989,41.703187,1
-85.982061,38.370905,1
-83.9491356,43.6636158,1
-84.786743,43.612859,1
-84.914344,43.40755,1
-86.1076424907379,42.0842657913722,1
-85.552336,43.209511,1
-93.600452,42.18877,1
-95.854432,43.184578,1
-95.233166,41.016931,1
-89.300987,43.037844,1
-89.818179,43.951709,1
-88.8059428999988,43.4533316231336,1
-92.546966,44.991768,1
-92.6848171983948,45.3214492134773,1
-90.184604,44.655065,1
-89.416625,45.633577,1
-90.906851,46.578846,1
-91.740166,45.511284,1
-93.283182,45.026438,1
-95.917661,45.590137,1
-96.64383,45.21913,1
-99.3384050729967,43.7974042439675,1
-98.22608,44.36473,1
-98.374825,45.458986,1
-101.245195,45.007628,1
-98.015913,46.923661,1
-97.6430196460259,48.7918731076394,1
-108.761506,45.672305,1
-112.735401,46.397091,1
-111.864547,48.509598,1
-107.878595,48.363671,1
-88.1762632023773,40.6144051035765,1
-90.74496,41.200666,1
-89.534246,38.610698,1
-88.971133,38.315898,1
-89.215318,37.738458,1
-94.774737,39.524082,1
-94.878437,39.7070711,1
-93.543136,39.793464,1
-91.410484,38.07116,1
-97.630972,39.837643,1
-97.3451283354431,38.0867512564151,1
-97.612219,38.849542,1
-97.911312,38.053947,1
-97.940849,38.037489,1
-100.919019,37.019411,1
-96.3589001,41.0376048,1
-99.732302,40.774991,1
-98.360124,40.582081,1
-101.533544628249,40.0596770875102,1
-91.713832,32.155722,1
-93.533397,33.3633145361814,1
-93.871315,33.952359401633,1
-94.256164,34.568008,1
-91.690837,35.240358,1
-90.949528,36.280519,1
-97.441963,35.376575,1
-99.288447,35.421938,1
-97.051949,36.084812,1
-95.4019902724915,35.7867068081201,1
-96.73629,32.684726,1
-95.5497999087066,33.7210948429447,1
-94.226198,33.095005,1
-95.345249,32.182469,1
-95.719888,31.702799,1
-97.677806,32.961542,1
-97.3177,32.570292,1
-97.8164040833283,33.5791939227008,1
-97.16037,33.642159,1
-96.9802060986725,30.6694141923135,1
-97.1303485423279,32.0163708117604,1
-97.119669,31.535157,1
-99.4066120674591,31.8573234795839,1
-99.2195941,30.7398924,1
-100.570259,31.568255,1
-95.734392,29.290569,1
-95.9566067949677,30.9287426046027,1
-97.544281,27.995178,1
-98.890452,30.25599,1
-99.758699,29.226503,1
-101.579864,35.675527,1
-102.721077,34.232828,1
-101.650477,33.449133,1
-99.89629,32.774736,1
-106.308406,31.722301,1
-104.996095456345,39.812660587347,1
-105.400158,39.462523,1
-105.157543,38.951592,1
-104.76244,38.836518,1
-104.022608134918,38.1308605671189,1
-102.619371,38.095652,1
-106.924165,38.565785,1
-104.268992,43.846907,1
-105.475974,44.296893,1
-109.235771,41.618008,1
-111.111656,43.684571,1
-113.893493,45.175768,1
-116.964332,46.436217,1
-116.78119,43.668526,1
-112.086348,38.75449,1
-106.272415,35.094774,1
-106.018234,35.638489,1
-107.761668,32.281686,1
-103.344952,32.965796,1
-105.96894,32.946921,1
-117.7076,33.615471,1
-118.001197,33.778977,1
-119.278573624329,36.3304292889179,1
-121.131276,37.475136,1
-122.048376,38.00326,1
-123.348474,39.392957,1
-122.629384,38.236513,1
-122.194928,39.514701,1
-122.784312,45.446897,1
-122.335019,48.461001,1
-122.657044,48.291006,1
-120.117777,48.360131,1
-120.509003,46.592964,1
-120.458565,46.579372,1
-119.881263,46.252991,1
-70.9465365,41.7571537,1
-79.147062,35.461332,1
-82.5118838836059,34.8014914829696,1
-85.225441,33.560932,1
-85.098307,33.01729,1
-87.295092,30.460683,1
-85.152382,31.881609,1
-88.22662,30.697377,1
-82.2143018,36.3486529,1
-90.342199,32.005806,1
-94.512863,37.093069,1
-94.640583,39.050218,1
-96.535164,40.285106,1
-92.289345,34.763224,1
-97.053607,32.77585,1
-98.464639,29.3522,1
-100.904233,29.410891,1
-100.972708,35.526296,1
-105.060692,39.735897,1
-113.30613,43.631949,1
-118.278709,33.875777,1
-117.875765,33.865219,1
-118.140984,34.721923,1
-119.641645,37.350869,1
-119.783754,36.696968,1
-121.844374,37.286649,1
-122.186364,48.111625,1
-84.309163,34.876234,1
-81.5314408,33.914126,1
-80.0942165337296,26.9379959944299,1
-83.111736,43.050163,1
-91.5721507817535,41.6296918119285,1
-92.7807638981476,46.1889888631191,1
-93.753637,44.623582,1
-100.79075,47.154867,1
-89.032441,42.371222,1
-92.585086,40.241788,1
-96.865395,38.998584,1
-101.055265,39.347914,1
-97.8363659889491,41.2164370999968,1
-97.5147226,35.5468031,1
-95.52508,29.85035,1
-105.218364,35.582444,1
-109.280748863754,34.1330794199009,1
-108.508126731491,34.3432582082294,1
-105.6196533,33.3264625,1
-122.928227,40.71896,1
-122.574109,48.845847,1
-122.119043,47.847339,1
-118.031363,48.608837,1
-117.347683,47.661336,1
-89.529054,45.984409,1
-112.62784,45.228358,1
-115.752194,40.835661,1
-103.183857,44.077086,1
-87.88160905159,44.8969805988758,1
-89.888411,39.279495,1
-98.693971,39.118833,1
-117.833643,33.726848,1
-112.187957,41.711475,1
-123.184738,45.225424,1
-95.270816,37.522545,1
-98.56008,39.812503,1
-98.695114,39.449274,1
-86.0175803,45.9914557,1
-85.7197456613769,44.982323354484,1
-83.08423,43.341221,1
-85.4693144130761,46.30391259069,1
-71.305281,41.517681,1
-70.7709222,41.8029293,1
-102.482411,36.725918,1
-106.095106467688,35.022502272212,1
-107.872896,35.144611,1
-106.084812,35.018839,1
-108.757502329756,35.5751577697177,1
-107.312278509262,32.9529619560661,1
-106.814255,32.300976,1
-106.409135,32.033972,1
-108.267395,32.783081,1
-103.257604,34.405169,1
-104.221634,32.387567,1
-105.975998,32.960426,1
-111.354620169312,34.0932971100056,1
-85.6059943531647,44.7380162767256,1
-86.1002125899353,44.5947833990159,1
-93.2215546772461,36.6991590517042,1
-91.397578,39.684059,1
-90.488857,38.553231,1
-106.402658,31.909546,1
-121.651585623348,36.6989830826977,1
-119.627095,36.323778,1
-116.913877,47.710993,1
-86.100559,44.589747,1
-122.172864,48.11959,1
-80.087471,33.008394,1
-81.895527,33.655139,1
-86.571778,34.773256,1
-90.4911591018524,33.178518280153,1
-100.36133,44.37086,1
-99.6342842,47.6444489,1
-111.983488697098,47.6148260810766,1
-92.557267832016,38.3499316849275,1
-99.43794,36.438805,1
-98.62551,33.594606,1
-103.691055,39.262677,1
-112.296188,40.55255,1
-122.855072,42.404792,1
-122.451035,48.948679,1
-132.379680083328,56.4692517957436,1
-86.204247,34.266682,1
-89.138309,31.686789,1
-93.137943,35.245108,1
-82.93631,40.05948,1
-119.510665,48.416026,1
-84.8812457672119,35.1317627804165,1
-95.598724,37.040049,1
-96.416974,39.718307,1
-95.234062,39.008232,1
-98.21112,39.784439,1
-100.852907,37.480644,1
-85.664506,42.832995,1
-86.412936,43.953371,1
-105.59585224785,36.7378627401263,1
-105.599292192618,36.366715723407,1
-107.246225,33.132869,1
-103.340593,32.967399,1
-92.2588686957703,37.9222450496085,1
-89.9501099460278,36.7985149553052,1
-92.562059,38.34409,1
-91.065547,38.632992,1
-93.295227,37.157144,1
-92.140219,37.825324,1
-122.054223,37.636804,1
-120.04964,36.950158,1
-114.973815,41.105285,1
-115.629484,40.75121,1
-112.092479,33.44572,1
-95.584167,36.353369,1
-111.562946866236,33.4128399089807,1
-109.873272658722,32.2224479506347,1
-112.183952,35.262199,1
-72.578149,42.181436,1
-72.711945,42.11222,1
-72.514322,42.138924,1
-71.186058,42.198516,1
-70.938866,42.246005,1
-70.301508,41.665121,1
-71.272318,41.951997,1
-70.941909,41.66074,1
-71.3303894,41.9809283,1
-71.399194,41.70186,1
-71.440475,42.704754,1
-71.451746,43.014822,1
-70.776968,43.066864,1
-72.723925,41.724095,1
-72.664135,41.795556,1
-72.7941916957703,41.5343507152826,1
-73.458418,41.391202,1
-74.063833,40.739785,1
-74.3972135386231,40.4486375774428,1
-73.634055,40.658112,1
-80.211333,40.526297,1
-79.954447,40.516269,1
-79.964158,40.341375,1
-80.004231,40.516645,1
-80.205843,40.199432,1
-79.989521,42.153379,1
-78.389966,40.499992,1
-76.791595,40.320352,1
-77.6015608,39.9229631,1
-76.349328,40.092238,1
-76.994371,41.243146,1
-75.433108,40.625824,1
-75.672469,41.412464,1
-75.170627,40.113251,1
-75.218648,39.957666,1
-75.051064,40.052496,1
-77.452272,38.769923,1
-77.61155,38.797527,1
-76.940476,38.838171,1
-76.692348,39.34799,1
-76.728821,39.288452,1
-76.658173,39.261297,1
-77.734904,39.68898,1
-77.454863,37.556486,1
-77.475459,37.503362,1
-77.489022,37.577444,1
-77.442378,37.451199,1
-76.238445,36.789566,1
-76.148369,36.844557,1
-76.546967,37.13884,1
-76.379056,37.042846,1
-76.367622,36.808964,1
-77.377395,37.197927,1
-79.937022,37.2955311,1
-79.977533,37.304957,1
-80.009044,37.29681,1
-79.411721,36.594923,1
-81.668918,38.374699,1
-81.183334,37.806682,1
-81.552899,39.244688,1
-80.28085,39.266674,1
-78.64714,35.72547,1
-78.593763,35.820809,1
-81.111668,35.25632,1
-82.518149,35.579606,1
-81.063751,33.981128,1
-81.109128,33.982017,1
-81.012362,34.024807,1
-81.104319,34.047211,1
-80.935507,34.084679,1
-81.938369,34.972942,1
-80.024339,32.908145,1
-79.769085,34.202036,1
-84.22583,33.749436,1
-84.4880094865082,33.8248723807524,1
-84.230988,33.79028,1
-84.204327,33.904974,1
-84.12031,33.936021,1
-84.413272,33.557101,1
-84.061184,33.842699,1
-84.341682,33.857618,1
-84.286938,33.864748,1
-82.074659,33.469164,1
-81.740677,30.309943,1
-81.684997,30.388098,1
-81.558776,30.289022,1
-81.742219,30.239682,1
-87.240542,30.442762,1
-86.638392,30.430868,1
-82.325314,29.659612,1
-81.405843,28.661493,1
-81.287746,28.754746,1
-81.365676,28.609298,1
-81.334677,28.55433,1
-81.377038,28.504136,1
-81.438959,28.551981,1
-80.62201,28.115297,1
-80.726852,28.346861,1
-80.324703,25.8784,1
-80.200424,26.249825,1
-80.139242,26.2186,1
-82.289314,27.93731,1
-82.43922,27.963881,1
-82.518845,27.995738,1
-82.728703,27.808369,1
-82.728906,27.989719,1
-82.7871896,27.867681,1
-86.728521,33.562,1
-86.866486,33.504955,1
-86.789845,33.440542,1
-87.535354,33.167636,1
-87.017605,34.57716,1
-86.637551,34.73549,1
-86.030555,34.025938,1
-86.340492,32.345882,1
-88.128811,30.67927,1
-85.455132,32.62192,1
-86.719961,36.251407,1
-86.389596,35.862106,1
-86.568904,36.219753,1
-86.778633,36.134991,1
-86.884048,36.140596,1
-85.313368,35.032674,1
-85.21915,34.990254,1
-82.220955,36.59288,1
-83.97261,35.999905,1
-84.02858,35.931011,1
-84.144295,35.893982,1
-89.961313,35.086247,1
-89.886731,35.051569,1
-90.018291,35.021787,1
-89.883324,35.156709,1
-88.827415,35.616308,1
-88.677422,32.363752,1
-85.720367,38.1814,1
-84.612321,39.007025,1
-82.426417,40.097302,1
-82.983508,39.938742,1
-82.905265,39.956715,1
-82.94039,40.059485,1
-82.879865,39.916487,1
-83.668157,41.671071,1
-82.015608,39.930268,1
-82.119724,41.418151,1
-81.727211,41.470108,1
-81.387525,41.152247,1
-81.334295,41.237132,1
-81.218073,41.156473,1
-81.486049,41.102004,1
-84.403688,39.511958,1
-84.591462,39.238577,1
-84.327457,39.073461,1
-84.172943,39.762211,1
-83.824835,39.926878,1
-84.133445,40.755423,1
-86.121599,39.848997,1
-86.22093,39.809333,1
-86.148264,39.707455,1
-87.470114,41.488621,1
-86.296555,41.671669,1
-85.127096,41.078751,1
-85.754386,38.294297,1
-86.004718,38.264522,1
-84.8217,39.83365,1
-87.357,39.47424,1
-83.278765,42.455292,1
-82.915655,42.52831,1
-83.737314,42.234259,1
-83.403622,41.945195,1
-83.023111,42.434284,1
-83.653593,43.006557,1
-83.974541,43.458534,1
-84.549126,42.683876,1
-85.572424,42.281637,1
-86.4359586343933,42.0902999712578,1
-85.633492,43.026211,1
-85.573181,42.9133,1
-85.704193,42.915035,1
-87.938324,43.043536,1
-88.999215,42.691453,1
-89.502097,43.054595,1
-91.247163,43.853849,1
-89.613274,44.929573,1
-91.475037,44.821107,1
-88.552507,44.015715,1
-93.137634,44.955788,1
-93.02441,45.009006,1
-93.23668,45.149783,1
-92.48439,44.030825,1
-94.144245,45.574016,1
-94.142634,45.566092,1
-103.255668,44.084749,1
-108.469457,45.819742,1
-108.572077,45.783615,1
-111.046806,45.688156,1
