longitude,latitude,val
-86.267021,32.367916,1
-84.367461,33.821911,1
-84.543822,33.760256,1
-94.375338,35.362213,1
-71.0265486057434,42.3747055464825,1
-71.064352,42.393167,1
-73.932309,40.718037,1
-73.918344,40.64554,1
-74.005831,40.752903,1
-73.97331,40.729175,1
-73.8615724,40.8441883,1
-73.693048,40.979001,1
-73.843069,40.769623,1
-86.161743,39.736169,1
-104.830233,41.135848,1
-72.660257,41.736894,1
-91.087975,30.471166,1
-105.993406,35.65758,1
-94.715917,38.966292,1
-116.276042,43.599179,1
-112.468069,42.949867,1
-112.007445,43.509729,1
-116.618458,43.615117,1
-116.241498,43.559171,1
-95.667854,39.058754,1
-73.219818,40.785664,1
-73.509603,40.766799,1
-96.988716,32.817883,1
-96.807086,32.76662,1
-96.68401,32.89683,1
-111.993532,40.599413,1
-111.922291,40.764976,1
-111.861488,41.734633,1
-110.813433,39.586805,1
-112.084147,38.786621,1
-88.108861,30.689832,1
-93.285766,44.891455,1
-96.011954,41.235148,1
-104.872002,39.407087,1
-104.6805,39.8376560469174,1
-73.739345,42.667569,1
-122.537882,45.562809,1
-122.567129,45.46966,1
-123.029369,44.971345,1
-123.003936,44.9224565,1
-97.551807,35.473122,1
-97.585311,35.455709,1
-97.51313,35.520864,1
-97.503367,35.406042,1
-97.107574,34.185103,1
-97.942055,36.393246,1
-96.13021,36.084708,1
-96.689896,35.751753,1
-95.911286,36.13876,1
-95.890286,36.180333,1
-96.003683,36.110572,1
-95.396141,35.740689,1
-97.093765,36.730008,1
-96.930096,35.346744,1
-75.252389,40.080572,1
-121.062126,39.20062,1
-121.968239,37.773172,1
-121.999295,36.969267,1
-119.039048,35.317617,1
-119.761165,36.72136,1
-121.641106,36.67217,1
-122.26246534628,37.5168916491723,1
-122.41383,37.761127,1
-122.028697,37.956072,1
-122.117821,37.642339,1
-122.344036,37.916909,1
-122.499682,37.951236,1
-122.021398,37.335646,1
-121.907088,37.335663,1
-121.283787,37.990624,1
-122.766929,38.428592,1
-121.074465,38.888863,1
-121.731878,38.545155,1
-121.470192,38.568857,1
-121.390418811358,38.5268170013684,1
-122.306738,40.443169,1
-87.041286,30.633284,1
-81.38651,28.545239,1
-80.15665,25.920799,1
-82.310005,34.829494,1
-78.594331,35.860856,1
-117.057953,32.631042,1
-117.054443,32.59578,1
-117.332343687805,33.1341144615677,1
-117.352552,33.212501,1
-117.034924,32.978339,1
-117.166362,32.876295,1
-117.157551,32.824786,1
-117.234706,33.862772,1
-118.220154,34.056631,1
-118.465876,34.030601,1
-118.031019,34.025657,1
-118.109093,33.968221,1
-118.293979,33.758315,1
-118.391859,34.256511,1
-118.496403,34.209219,1
-117.87986,34.091688,1
-118.597759390213,34.2370197786977,1
-116.395444,33.812361,1
-117.371722,33.971694,1
