longitude,latitude,number_of
-87.062542,40.699325,13
-87.271491,41.164739,56
-87.274263,41.16678,57
-85.085114,41.296104,80
-85.059454,41.580292,18
-87.217506,41.586805,52
-87.216413,41.588746,52
-86.621208,41.705753,40
-86.62342,41.707069,70
-84.96518,41.725654,45
-84.968468,41.725897,51
-86.005874,41.731184,61
-86.004013,41.733136,60
-86.793844,41.735287,31
-85.330316,41.745344,50
-85.329048,41.746409,45
-100.748,37.15054,5
-95.528,37.34983,9
-99.8856,37.49165,3
-96.5129,37.6624,9
-95.9884,37.83686,3
-100.522,37.85805,5
-97.3279,37.93045,12
-97.3281,37.93339,12
-98.7092,37.95571,6
-95.7392,37.96017,3
-100.461,38.05895,7
-94.671407,38.258659,16
-97.620381,38.481905,10
-97.620735,38.486,10
-95.405992,38.524977,13
-95.405906,38.527562,13
-98.1332,38.85645,10
-98.1224,38.85659,8
-98.814917,38.858339,10
-98.815251,38.859451,10
-97.394742,38.926495,12
-97.394646,38.927741,12
-97.6411,38.95989,5
-97.6412,38.96296,5
-99.78899,38.996673,10
-99.804942,38.998989,10
-96.120983,39.059341,12
-96.121412,39.060191,14
-96.6143,39.0656,10
-96.6227,39.06638,14
-100.428334,39.099511,10
-100.426164,39.100117,10
-101.9031,39.3283,10
-101.916067,39.330314,10
-101.15585,39.365614,10
-101.150093,39.366686,10
-88.897,36.507,3
-84.105,36.616,20
-86.569,36.643,43
-87.352166,36.650276,29
-86.538,36.687,50
-84.097,37.043,50
-84.099,37.047,50
-88.653,37.052,15
-88.184,37.061,46
-88.184,37.061,46
-85.92821,37.238692,135
-85.929105,37.239062,135
-86.828,37.376,30
-85.857,37.654,8
-83.702,37.796,6
-87.549,37.919,35
-85.691,37.946,26
-84.141191,38.021311,12
-84.765974,38.169257,14
-84.766608,38.170021,13
-85.155,38.171,6
-85.329,38.203,24
-83.443876,38.231025,10
-83.438787,38.236677,15
-84.54606,38.248266,46
-84.548123,38.250086,47
-83.343,38.277,6
-84.558,38.294,4
-85.516114,38.338528,13
-85.517903,38.339321,15
-82.91,38.352,12
-82.89868,38.356953,8
-84.60081,38.819199,50
-84.647474,38.86465,45
-84.63,38.937,53
-84.634,38.94,69
-90.482427,30.100128,10
-90.480762,30.100455,10
-93.676875,30.1373,15
-93.664537,30.143621,10
-91.93861,30.285332,10
-91.938289,30.286336,10
-89.711598,30.299032,32
-89.738273,30.322347,9
-91.722268,30.343267,43
-90.521217,30.47903,10
-90.521505,30.479778,10
-92.12035,30.724258,30
-90.510206,30.983121,20
-90.947757,32.319566,10
-90.947871,32.320296,10
-90.98968,32.325525,13
-94.001297,32.450663,25
-94.023184,32.452101,10
-94.02112,32.452528,10
-92.44871,32.529096,46
-92.473897,32.532088,47
-70.288287,41.686562,11
-70.337797,41.688198,9
-70.194119,41.69159,3
-70.485227,41.739097,4
-70.748954,41.751233,23
-71.235934,41.763997,8
-71.239354,41.767558,6
-70.610482,41.7801,30
-71.02187,41.84886,3
-71.024547,41.851733,3
-70.90827,41.876936,3
-70.661604,41.935948,14
-71.025728,41.956365,8
-71.025728,41.956365,8
-71.289737,42.002038,12
-71.279426,42.009425,27
-72.122857,42.043132,17
-71.655359,42.061477,16
-71.654034,42.06254,16
-72.098399,42.082817,15
-72.026646,42.139478,13
-71.962568,42.156727,20
-71.158484,42.217546,5
-71.590739,42.246187,38
-71.365329,42.311769,6
-71.428422,42.31266,12
-71.701348,42.521436,8
-71.368241,42.596018,12
-71.369097,42.596834,12
-71.013087,42.823349,7
-70.884693,42.879745,24
-75.543199,38.004763,14
-75.797467,38.471432,12
-76.72665,38.84549,10
-76.952426,39.017917,18
-75.97784,39.079641,25
-76.84546,39.140929,46
-76.845935,39.145424,21
-77.309718,39.262962,12
-77.309718,39.262962,12
-76.979324,39.318653,18
-77.188396,39.365028,9
-77.237749,39.376473,15
-75.80133,39.384401,25
-76.231899,39.497617,55
-77.60092,39.525461,23
-77.603881,39.528316,26
-76.01801,39.58339,10
-76.072876,39.586244,59
-76.078176,39.587831,52
-76.009598,39.611342,73
-76.20186,39.64933,7
-78.960543,39.664154,12
-79.375196,39.677264,22
-77.31372,39.70822,15
-78.28012,39.71811,5
-70.71764498,43.12856423,75
-70.56099238,43.41002153,40
-70.55823999,43.41037851,37
-70.16181124,43.80992602,8
-70.320008,43.81756,6
-70.31996526,43.82456425,6
-69.82777543,44.20732845,45
-69.75201667,44.40324304,6
-68.18642591,44.5156761,1
-68.93692444,44.76541993,8
-68.88711981,44.7674926,8
-67.22168267,45.16155424,20
-67.79085423,45.40262209,2
-68.53566169,45.59579966,10
-68.53801224,45.59674979,10
-86.740225,41.764918,35
-83.677213,41.831377,22
-84.994665,41.849216,26
-83.405414,41.86362,25
-83.355331,42.043022,22
-84.991695,42.157352,17
-86.239875,42.18123,52
-83.519715,42.220544,33
-85.21963,42.264212,24
-84.49286,42.268934,24
-85.442846,42.271934,38
-84.913922,42.283766,21
-84.215099,42.292265,19
-83.863567,42.298167,37
-83.441623,42.30088,29
-83.080765,42.324429,6
-84.992181,42.328361,28
-83.749091,42.354771,30
-85.658608,42.355864,21
-84.429931,42.364941,22
-86.21789,42.503977,17
-83.957484,42.605016,21
-84.716225,42.634673,25
-84.472138,42.663109,19
-84.406006,42.677947,47
-86.168088,42.705839,21
-83.485987,42.742946,22
-82.72013,42.743112,21
-83.510054,42.763328,22
-84.715037,42.798194,23
-84.307115,42.812435,25
-85.927492,42.824672,41
-83.73247,42.835889,22
-84.855115,42.849312,39
-85.159565,42.879067,37
-84.51939833,42.89934167,28
-83.866272,42.96346,28
-82.45193353,42.99222977,39
-82.958439,42.993748,23
-83.219021,43.005408,19
-85.780201,43.025541,9
-86.09842,43.093485,18
-85.59159,43.138529,26
-83.762405,43.156311,41
-83.767719,43.158016,21
-84.600166,43.352839,14
-86.255202,43.35342,14
-85.476186,43.459577,19
-86.360113,43.484415,20
-83.943765,43.528256,33
-85.520156,43.648823,24
-86.39686,43.651197,12
-84.017584,43.761811,21
-84.776944,43.850784,48
-86.415345,43.868422,10
-84.119357,44.11224,26
-85.471074,44.123848,6
-85.42061,44.18625,9
-84.211426,44.231314,11
-84.799847,44.232044,17
-84.600644,44.394463,11
-84.705183,44.612492,23
-84.709908,44.750331,21
-84.67094,44.968134,14
-84.689487,45.106628,16
-84.614832,45.503587,9
-84.733225,45.77415,11
-88.06543167,45.81723167,5
-84.722402,45.849935,15
-84.745284,45.883286,12
-86.519,45.888666,5
-85.391464,46.095894,6
-84.391593,46.424231,16
-90.188484,46.463203,7
-84.37137,46.492629,11
-93.352803,43.516192,29
-95.651951,43.566835,8
-95.083204,43.635329,7
-95.981535,43.637418,6
-95.966906,43.638653,6
-95.020183,43.640632,9
-94.112265,43.659784,11
-93.114087,43.661266,10
-94.117813,43.663672,10
-93.284127,43.669474,14
-92.581379,43.811293,18
-91.304756,43.859489,6
-91.852312,43.933604,14
-92.284973,43.956479,20
-94.517612,43.978487,11
-93.257605,43.986492,13
-93.252644,43.987615,31
-93.2896,44.450807,20
-93.875942,44.488301,16
-92.312762,44.49357,6
-93.301163,44.550969,15
-92.821125,44.950889,52
-93.473911,45.111786,15
-93.504639,45.246008,4
-93.009739,45.270313,15
-93.90717,45.350082,18
-94.095669,45.532086,18
-92.99351,45.599096,12
-94.48377,45.604154,17
-94.477137,45.604621,18
-94.476779,45.605136,17
-95.345378,45.837683,12
-95.450493,45.868897,18
-93.66497,45.924528,9
-95.92248,46.13279,8
-92.838293,46.211516,10
-94.319462,46.26032,33
-92.806563,46.356929,10
-92.596708,46.559284,11
-95.705338,46.715386,6
-92.205372,46.729468,10
-96.741272,46.845428,10
-95.057327,46.910743,5
-92.917294,46.926077,8
-91.469593,47.140461,4
-92.47025,47.319945,8
-91.196179,47.338634,12
-94.591599,47.382573,10
-95.969042,47.657562,7
-96.849976,47.845884,9
-89.592465,48.000203,12
-89.860839,36.035296,11
-89.861512,36.037066,11
-89.727285,36.251087,60
-89.592213,36.537409,27
-89.594447,36.539518,64
-89.248311,36.981493,16
-94.583832,37.00249,42
-94.585645,37.003573,29
-93.722951,37.138803,17
-93.720953,37.141315,20
-93.102124,37.270607,17
-92.855658,37.471957,78
-92.859398,37.47452,78
-89.673939,37.49111,19
-89.672234,37.492549,12
-91.909796,37.945256,14
-91.909765,37.946464,14
-90.250098,38.030132,28
-90.248449,38.031461,29
-91.04867,38.316172,13
-91.044751,38.317137,30
-91.055465,38.827513,20
-91.050862,38.829452,18
-91.598946,38.897243,29
-91.557846,38.904412,64
-92.726245,38.93676,21
-92.729581,38.936876,21
-93.586703,38.992654,25
-93.586864,38.994856,19
-93.996011,39.008912,15
-93.996293,39.00976,15
-94.400156,39.317278,15
-94.790325,39.430493,15
-94.311181,39.474962,9
-94.788279,39.476427,25
-94.787097,39.476585,21
-94.30672,39.482635,12
-94.695207,39.748058,8
-95.213762,40.100434,7
-95.216027,40.103335,7
-94.06268,40.116801,15
-94.06268,40.116801,15
-95.549718,40.393802,42
-93.960581,40.522075,30
-93.95429,40.549812,42
-95.627866,40.550978,35
-89.599627,30.312954,20
-88.622181,30.436974,18
-88.619266,30.438635,18
-88.434293,30.462394,10
-89.669262,30.497173,13
-89.165873,30.866456,8
-90.495506,31.047451,16
-91.293632,31.091137,6
-89.338732,31.200544,10
-89.336063,31.201247,10
-90.433222,31.769083,10
-90.43514,31.771106,10
-89.052727,31.805582,20
-89.049677,31.850773,20
-89.699134,32.305563,23
-90.900442,32.311611,8
-89.441722,32.323757,16
-88.534441,32.410898,15
-89.837013,33.18639,21
-89.784463,33.305302,10
-88.23287,34.221812,14
-89.924984,34.248453,10
-89.928417,34.253738,10
-90.468088,34.423377,10
-89.963152,34.770908,13
-89.970877,34.806633,12
-88.542525,34.910596,15
-112.589463,44.631203,19
-112.796417,44.852278,7
-112.795344,44.85332,9
-110.835056,45.295493,7
-108.916164,45.337927,5
-105.397038,45.42179,15
-112.334916,45.54486,4
-109.065061,45.598238,28
-109.066466,45.600492,40
-110.700433,45.660903,13
-113.949973,45.693668,6
-111.063722,45.71215,10
-109.75778,45.734601,22
-109.757397,45.736018,19
-108.000411,45.780349,12
-108.002777,45.782359,13
-112.683548,45.835205,16
-112.68608,45.836558,10
-112.377107,45.914841,10
-112.377145,45.915483,10
-107.710321,46.063491,10
-107.660155,46.08994,11
-112.807652,46.092956,15
-107.250061,46.218138,21
-107.250791,46.219491,22
-106.279593,46.261189,11
-106.30615,46.268988,11
-112.013168,46.406735,8
-112.006356,46.415896,4
-109.814331,46.435799,16
-112.885405,46.561641,11
-112.906183,46.585492,10
-113.346065,46.702827,21
-113.338418,46.703755,17
-113.637989,46.726458,6
-113.635988,46.727112,6
-105.018488,46.899284,16
-112.109274,46.952238,2
-112.10704,46.954519,2
-107.860685,46.989999,6
-104.178353,46.990414,8
-113.369483,47.002649,5
-114.542681,47.012578,5
-114.520055,47.020745,2
-114.765644,47.074273,10
-114.767064,47.076295,11
-111.901253,47.131161,25
-111.900903,47.131934,25
-106.170927,47.325356,6
-110.896205,47.349643,6
-115.625026,47.41956,16
-115.629279,47.419696,15
-111.735076,47.92484,10
-111.73057,47.925188,9
-104.504808,48.14818,12
-110.111865,48.179433,4
-111.931095,48.181483,18
-106.793506,48.370513,3
-115.850609,48.436505,5
-111.961014,48.993057,7
-78.40539,33.97525,8
-79.235436,34.538308,18
-78.26276,34.85269,6
-78.131761,34.990204,10
-78.835019,34.992819,16
-78.828855,34.997196,16
-83.39075,35.11258,3
-80.91669,35.12281,17
-77.169379,35.136493,10
-81.4062,35.185326,18
-83.83006,35.205724,6
-82.20208,35.23505,7
-82.529527,35.426467,9
-82.528277,35.427182,9
-78.533499,35.435764,15
-78.531683,35.439594,15
-83.066861,35.44511,3
-80.594297,35.451327,21
-83.053459,35.454728,11
-80.59449,35.456702,21
-77.1061,35.49034,18
-79.78381,35.51412,34
-79.77994,35.51534,27
-78.252341,35.536368,7
-78.250898,35.53803,7
-82.019072,35.640077,12
-82.018846,35.640201,11
-83.0415,35.70278,10
-83.041613,35.703019,16
-81.129515,35.72717,15
-81.127541,35.730418,14
-80.134288,35.84049,19
-80.129846,35.844482,19
-82.54428,35.87378,30
-80.85735,35.90054,54
-80.488323,35.988958,17
-80.489058,35.989821,17
-77.848354,36.026146,17
-77.84263,36.03173,17
-79.53421,36.06288,22
-79.53402,36.06498,22
-81.12178,36.1355,17
-78.639133,36.236801,18
-78.639653,36.2378,17
-76.35558,36.50719,6
-78.20743,36.51532,16
-79.47475,36.52156,10
-77.58089,36.54164,20
-80.74471,36.55812,10
-96.83496,45.978149,7
-100.584465,46.835934,15
-100.584033,46.83768,13
-101.603362,46.86024,10
-101.603362,46.86024,8
-99.439842,46.87423,6
-97.297734,46.875064,5
-97.087643,46.877859,7
-99.491643,46.879942,6
-98.799081,46.891863,11
-98.804324,46.892912,12
-97.750414,46.919699,11
-97.750834,46.9197,11
-97.050677,47.331838,10
-97.048503,47.333051,11
-97.194135,48.458668,23
-97.194135,48.458668,23
-99.157312,40.670776,7
-99.12224,40.67078,7
-99.9008,40.8115,7
-99.91409,40.815733,7
-97.642582,40.82074,8
-97.061032,40.821565,7
-98.2954,40.8216,7
-97.557,40.8226,9
-98.326626,40.823348,7
-97.1708,40.82344,56
-96.31923,41.003691,16
-100.456385,41.029927,22
-100.457,41.03,18
-102.1854,41.0303,60
-101.757848,41.107922,7
-102.9247,41.1137,7
-101.6038,41.1198,7
-101.097217,41.139845,7
-101.0901,41.1413,7
-103.090467,41.155247,34
-103.577041,41.223084,26
-71.2206,42.7552,32
-70.880677,42.884737,70
-71.476964,43.1088,12
-71.475698,43.110439,6
-71.910059,43.339671,16
-71.608028,43.372262,15
-72.1018,43.4679,10
-71.598801,43.491553,9
-72.2612,43.6488,8
-71.1395,44.0785,4
-71.8725,44.3268,10
-71.508,44.9246,2
-74.723221,39.181283,12
-74.52897,39.470862,10
-74.735064,39.55026,14
-75.394648,39.696423,18
-75.396667,39.697859,18
-74.9977,39.8859,31
-74.8888,39.9802,47
-74.6299,40.1792,42
-74.6307,40.1831,42
-74.488199,40.32106,80
-74.443831,40.416714,53
-74.263189,40.556981,46
-74.264556,40.560003,40
-75.0604919,40.6588533,7
-75.059537,40.659765,7
-74.511959,40.76126,20
-74.065152,40.769953,33
-74.029722,40.822703,164
-74.606887,40.906122,10
-74.789509,40.924186,9
-74.789509,40.924186,9
-75.039847,40.926985,23
-106.5813,32.00654,17
-108.248603,32.203017,10
-108.122806,32.224401,13
-106.86675,32.28144,10
-108.742815,32.352485,10
-107.978868,32.495574,4
-106.921422,32.550997,4
-106.9234,32.5526,3
-103.089802,32.72657,9
-103.793297,32.85695,2
-103.814675,33.417965,4
-107.137374,33.621416,4
-107.138311,33.622589,11
-104.641074,33.953132,5
-106.88943,34.303262,8
-106.890385,34.305584,8
-105.086278,34.980388,17
-105.079808,34.981786,14
-105.851212,35.004638,12
-105.844302,35.006114,10
-104.238582,35.06801,16
-104.238979,35.069371,10
-107.555219,35.072967,8
-103.049612,35.183805,52
-109.005049,35.397411,22
-106.156532,35.527687,14
-104.879753,35.865887,8
-104.858481,35.877729,7
-104.499532,36.645727,3
-104.500612,36.649888,3
-103.786735,36.683728,26
-114.8596,35.222603,30
-114.609413,36.627297,8
-114.610174,36.628331,8
-116.399777,36.6431,15
-114.502026,36.693454,10
-114.495532,36.697489,10
-114.266617,36.777572,10
-114.267053,36.779172,10
-115.090246,37.232664,3
-115.231126,37.532299,5
-117.453932,38.140817,5
-114.607689,38.319495,4
-115.011872,38.451209,13
-118.1786,38.5059,6
-116.506335,39.497871,15
-115.958429,39.499928,4
-119.937,39.5094,6
-119.937,39.5103,8
