longitude,latitude,number_of
-119.336746,39.603249,8
-114.7414,39.7979,10
-118.748948,39.939574,13
-117.126426,40.129562,10
-116.273215,40.655509,10
-116.271988,40.656749,10
-116.473134,40.67997,10
-116.479126,40.682082,10
-117.12949,40.788823,23
-117.995696,40.789379,20
-117.391704,40.920747,5
-117.3927,40.921269,5
-114.5693,41.0785,24
-117.787147,41.542525,12
-118.397185,41.561964,8
-119.042356,41.87707,2
-73.223622,40.809049,22
-72.9507776,40.826282,16
-73.681837,41.231145,15
-73.630961,41.361695,18
-74.395618,41.425143,15
-74.296209,41.478919,15
-73.722165,41.546938,42
-73.723281,41.547612,48
-74.864423,41.92618,7
-75.160605,41.993419,7
-75.78052,42.020349,16
-76.419496,42.023106,14
-76.279781,42.086537,13
-78.535788,42.096383,26
-79.352365,42.141374,28
-78.101119,42.224195,12
-77.198347,42.243761,12
-75.290697,42.326348,20
-75.257452,42.358583,15
-77.354012,42.371884,10
-75.994444,42.375074,29
-74.768247,42.571253,15
-74.685145,42.608774,9
-76.145746,42.715402,59
-77.829272,42.727847,20
-77.829229,42.727887,20
-73.776755,42.877269,28
-73.674793,43.272607,15
-73.67656,43.2744,16
-75.984621,43.90209,8
-73.705183,44.013789,20
-73.704474,44.016874,25
-75.915284,44.082065,11
-73.491827,44.604446,27
-73.44402,44.805371,14
-73.446228,44.807039,14
-82.142445,38.864463,10
-82.33327,38.881606,14
-82.333558,38.883924,14
-83.024945,38.950052,14
-83.824861,39.018286,13
-83.228096,39.041539,11
-82.015815,39.118539,12
-82.019566,39.125732,12
-82.737182,39.166029,22
-81.763054,39.235669,14
-82.183753,39.247336,11
-84.124258,39.414172,20
-84.122651,39.415856,20
-84.348567,39.417008,20
-84.349124,39.420112,20
-81.438117,39.451882,20
-81.012212,39.560833,10
-82.509602,39.56374,10
-82.50794,39.564416,10
-83.574005,39.636973,13
-83.566742,39.637531,12
-82.987597,39.737253,10
-84.760903,39.827875,59
-81.52888,39.905709,10
-83.531773,39.939757,19
-81.53226,39.940845,10
-83.532783,39.941781,19
-82.452421,39.945233,60
-82.452785,39.948151,60
-81.859442,39.973844,10
-81.393383,40.038937,19
-81.014003,40.063236,19
-81.01139,40.064786,24
-84.214775,40.128056,29
-84.216609,40.132872,29
-81.219863,40.192112,1
-83.285558,40.200973,10
-83.28518,40.202707,10
-82.928579,40.221762,13
-82.929836,40.226648,12
-81.216983,40.358814,1
-83.788673,40.405237,10
-83.786891,40.405752,10
-82.739864,40.481033,18
-82.742719,40.48125,18
-83.075739,40.526964,10
-83.073683,40.528272,10
-84.32968,40.557033,20
-84.327816,40.558465,20
-80.666048,40.569251,10
-84.157544,40.598556,20
-84.158558,40.600055,20
-82.419758,40.779308,10
-82.420883,40.780636,10
-83.171361,40.806561,42
-83.176308,40.809089,40
-84.062151,40.823518,10
-84.062001,40.825325,10
-83.334669,40.880728,10
-84.661801,40.908915,10
-84.661049,40.910604,10
-83.356722,40.921947,10
-82.103178,40.937044,28
-82.100589,40.940161,26
-83.711979,40.984821,20
-83.713673,40.986557,20
-81.113089,41.104583,10
-81.113317,41.105775,10
-81.624425,41.194675,10
-81.626958,41.195564,10
-81.668214,41.207969,10
-81.794739,41.210144,20
-81.667694,41.210444,10
-81.792514,41.222664,10
-81.177239,41.24257,95
-81.176198,41.244619,78
-81.675675,41.291631,78
-81.67177,41.292558,78
-83.627217,41.335656,30
-83.623831,41.340547,29
-82.223263,41.379715,150
-82.223037,41.37972,115
-82.336378,41.402006,26
-82.336044,41.403958,26
-83.01605,41.5295,13
-80.714169,41.563656,10
-83.870908,41.59931,50
-83.871667,41.600833,50
-84.407984,41.604375,140
-84.407787,41.605784,115
-81.289944,41.649992,10
-81.283425,41.655164,10
-80.549203,41.924531,38
-97.134825,33.773277,18
-97.134825,33.773277,15
-97.141454,34.399342,4
-97.191937,34.548923,18
-97.189467,34.551594,18
-99.8286,35.2276,24
-99.828172,35.229633,27
-96.726588,35.382759,20
-96.729031,35.385809,20
-94.680042,35.407225,20
-95.790204,35.436903,10
-95.790204,35.436903,10
-95.225733,35.482075,3
-95.225733,35.482075,3
-98.188951,35.528825,4
-97.416328,35.760126,17
-97.416328,35.760126,17
-95.403552,35.871935,6
-97.344813,36.06697,6
-97.34533,36.095773,5
-97.327058,36.412881,4
-97.327217,36.427548,6
-97.345596,36.615758,12
-97.345596,36.615758,10
-97.343351,36.849869,10
-97.3458,36.85,24
-121.824801,42.125898,23
-122.786989,42.256268,10
-123.365972,42.51737,15
-123.364409,42.517689,15
-121.786268,43.172368,6
-121.785984,43.177495,6
-123.315585,43.469647,9
-123.320846,43.476513,9
-119.320481,43.532691,8
-118.612348,43.648252,2
-120.599073,43.813439,7
-123.020601,43.850056,13
-123.021131,43.852205,13
-116.974246,44.047166,24
-123.060537,44.235759,23
-123.061006,44.237739,23
-117.365825,44.495593,31
-123.051095,44.739513,11
-123.053267,44.740645,11
-122.38733,44.75529,12
-120.935925,44.894402,16
-117.81912,44.914158,12
-117.821545,44.914766,12
-118.014243,45.235116,12
-118.012304,45.235666,12
-122.775635,45.270974,56
-122.775045,45.273677,57
-118.504543,45.598538,11
-118.508266,45.601931,11
-121.338382,45.695341,12
-121.338382,45.695341,12
-119.251273,45.77123,22
-119.251273,45.77123,22
-123.459246,45.795889,18
-119.768843,45.83138,10
-119.768471,45.833032,10
-77.725845,39.736298,14
-78.180555,39.737175,22
-76.661561,39.752773,12
-80.075976,39.796625,16
-75.437405,39.823894,11
-77.68254,39.8681,6
-78.235011,39.921075,9
-79.046518,39.999125,75
-79.044714,40.000185,89
-78.493016,40.03007,36
-78.492329,40.030773,20
-78.081776,40.058639,66
-75.440092,40.083108,9
-75.370596,40.090061,26
-80.441085,40.115862,16
-75.77636,40.121916,25
-77.342433,40.132711,23
-76.80547,40.13883,12
-77.316315,40.147776,23
-76.822881,40.155983,14
-77.597128,40.165888,40
-76.015685,40.202281,13
-77.2877,40.205216,38
-79.566159,40.20627,82
-76.57426,40.208311,15
-76.743221,40.209808,10
-74.867212,40.252607,8
-80.140886,40.329324,17
-80.137243,40.331575,17
-76.67647,40.373285,15
-76.677129,40.375259,20
-79.814026,40.521021,12
-75.557858,40.57438,114
-75.200739,40.675336,15
-80.101218,40.709414,13
-80.102389,40.71976,14
-75.631341,40.970347,109
-75.141668,40.990453,9
-76.726123,40.990637,27
-76.739166,40.99148,28
-76.252001,41.008396,28
-76.248583,41.010038,44
-77.956197,41.014873,20
-77.953448,41.019784,19
-77.152447,41.049657,10
-77.158763,41.052689,20
-75.822488,41.056038,6
-75.360429,41.064669,18
-80.124305,41.070488,18
-80.143861,41.101688,19
-75.960891,41.10217,15
-75.963774,41.130807,15
-78.955317,41.140495,20
-78.941745,41.149358,19
-80.502104,41.181181,10
-79.50007,41.19757,8
-79.9563,41.20195,19
-79.945617,41.202617,19
-75.221363,41.356297,12
-74.71042,41.35878,12
-75.220395,41.359247,12
-80.16271,41.455373,20
-80.168092,41.467895,20
-75.647213,41.603743,6
-75.682218,41.673992,6
-80.174823,41.842349,22
-80.1772,41.846633,24
-77.1256,41.9005,21
-80.472976,41.941833,18
-75.748497,41.983735,16
-79.767919,42.248524,14
-71.7027,41.5024,16
-71.6671,41.5585,8
-71.2374,41.634,12
-71.1931,41.6421,24
-71.4459,41.9401,13
-71.5166,41.9719,12
-71.5668,42.0065,12
-81.0868268,32.2665248,36
-81.002576,32.4298929,28
-81.0023726,32.4307238,28
-80.7738253,32.7997398,57
-80.7708769,32.8011676,57
-80.0857727,32.9894306,17
-80.6222762,33.1600569,25
-80.756254,33.480817,46
-80.4636529,33.4961814,18
-80.46406,33.496243,18
-80.770936,33.501354,20
-82.0039008,33.5354996,22
-81.7120662,33.651729,7
-81.7095051,33.6519551,7
-81.022944,33.839155,5
-81.0241869,33.839243,5
-78.5996869,33.8846896,7
-80.0566953,33.9474786,13
-80.0582777,33.9485679,13
-80.6665167,34.1993113,42
-80.6665167,34.1993113,25
-80.0558514,34.2030745,11
-80.0557275,34.2042,11
-81.706755,34.41325,45
-81.705633,34.413636,47
-79.3504827,34.4661379,33
-83.0239069,34.4874949,38
-81.968694,34.542984,20
-82.741077,34.566246,23
-82.6554286,34.6003945,28
-81.035269,34.763498,14
-81.035269,34.763498,14
-80.9434478,35.080559,16
-81.4963525,35.1490079,24
-82.1328169,35.1656286,22
-96.462518,43.607376,21
-96.462086,43.607464,22
-97.422004,43.665869,16
-97.415241,43.66711,16
-98.626344,43.708135,9
-98.616303,43.708795,9
-99.339279,43.786067,16
-101.231946,43.842553,12
-101.204327,43.853763,12
-100.147708,43.899152,13
-100.200215,43.911605,16
-102.440247,44.062716,7
-102.434843,44.064453,7
-96.756302,44.155015,16
-103.423171,44.282432,9
-103.426001,44.283766,9
-104.034212,44.545494,25
-96.863554,45.907802,10
-85.399216,34.993249,16
-85.20675,34.996152,13
-85.55749,35.02684,14
-86.878113,35.035371,15
-90.004102,35.041734,14
-86.880686,35.065583,38
-85.054768,35.099962,5
-84.908035,35.182898,25
-85.820972,35.218823,36
-85.858385,35.242965,20
-85.858385,35.242965,16
-86.880883,35.329269,12
-86.879056,35.343133,12
-85.990278,35.3925,20
-85.990833,35.392763,20
-89.389093,35.409276,16
-84.687287,35.427356,44
-84.688768,35.429454,41
-86.031291,35.433061,13
-89.30891,35.455813,17
-89.302681,35.461246,19
-88.976701,35.623795,11
-88.968463,35.628361,11
-89.595972,35.653672,14
-86.888017,35.679223,12
-88.47248,35.76398,20
-88.47248,35.76398,20
-83.159182,35.819189,10
-88.004069,35.870259,9
-88.021676,35.870341,10
-84.196533,35.89309,16
-84.196533,35.89309,16
-84.78072,35.900211,24
-84.914273,35.928139,14
-84.944715,35.946657,13
-82.559344,35.955488,10
-87.37884,36.010859,14
-87.37884,36.010859,13
-83.322156,36.034476,21
-83.410899,36.051746,34
-82.509991,36.052607,30
-89.471111,36.070556,9
-85.209179,36.081218,30
-83.354486,36.092591,30
-85.806222,36.140047,30
-86.054813,36.168272,15
-86.049454,36.169861,15
-86.476587,36.176515,20
-83.071921,36.214622,32
-82.805664,36.337344,27
-82.769343,36.351158,24
-82.549697,36.483796,17
-84.105878,36.58856,12
-82.247832,36.594831,22
-86.580499,36.609428,11
-86.582216,36.609505,11
-86.572967,36.636095,17
-87.334247,36.636229,14
-97.79312,27.133581,20
-98.221161,28.605114,9
-98.221161,28.605114,9
-96.825387,28.887707,15
-96.825556,28.889265,16
-98.826131,29.197285,12
-98.824686,29.198986,12
-99.385582,29.314509,28
-97.799861,29.615692,28
-97.806236,29.616212,28
-96.609983,29.693273,23
-96.610443,29.69426,23
-99.027419,30.052641,7
-99.026317,30.054301,8
-100.746399,30.61541,6
-100.745309,30.615682,6
-94.860216,30.838278,21
-94.86249,30.839051,30
-102.070247,30.855579,10
-102.082838,30.861954,12
-97.558856,30.902886,28
-97.552117,30.91211,28
-103.310783,30.938383,33
-103.308745,30.938774,34
-104.754034,31.04285,16
-104.753092,31.043607,18
-99.96208,31.218084,5
-106.116959,31.503964,7
-106.121611,31.507028,5
-103.071687,31.538086,26
-103.067798,31.539133,25
-103.067922,31.53974,25
-103.063924,31.540771,26
-100.781489,31.703037,5
-96.395358,31.911722,28
-97.095124,31.911817,60
-96.394031,31.911962,28
-97.103916,31.930221,60
-101.260137,32.300635,9
-101.063071,32.343249,10
-99.573561,32.427487,8
-99.581477,32.427746,10
-98.6483,32.4569,28
-100.209537,32.486959,8
-100.208616,32.487429,5
-100.208616,32.487429,5
-98.5492,32.4906,28
-95.686326,32.514028,15
-95.686997,32.515266,15
-102.61248,32.520126,6
-99.780162,33.025371,5
-95.8178,33.1308,26
-95.8186,33.1312,26
-97.633395,33.286077,8
-101.157589,33.666648,3
-101.855514,33.934085,10
-101.853182,33.935418,20
-98.717803,33.965436,6
-98.710677,33.966951,10
-99.630992,34.267442,20
-99.633396,34.270516,20
-100.611829,34.829625,26
-100.618263,34.829696,25
-100.222595,34.958654,6
-100.83029,35.179465,52
-100.802382,35.19686,47
-113.613588,37.012086,54
-113.616001,37.013297,54
-113.211552,37.513222,14
-113.212639,37.516549,13
-112.736613,37.980227,20
-112.738528,37.982488,20
-111.418272,38.755074,10
-111.117923,38.829235,10
-111.111236,38.832946,6
-110.9258,38.84909,5
-110.908285,38.85534,5
-110.812433,38.862399,12
-110.813684,38.863753,8
-110.430959,38.920886,10
-110.477291,38.935508,4
-109.833,38.936891,10
-110.48088,38.9386,2
-109.683943,38.951405,9
-109.117001,39.188579,7
-111.513864,40.724714,10
-113.856994,40.737875,12
-111.559376,40.74009,10
-113.852009,40.740246,8
-113.990374,40.744587,6
-113.990017,40.745557,6
-113.018307,40.755343,15
-113.010375,40.762357,17
-111.405879,40.989335,4
-111.405879,40.989335,22
-111.402778,40.989673,3
-111.402793,40.989711,5
-111.935367,41.008152,10
-111.93356,41.008864,10
-111.79689,41.137905,8
-111.847806,41.139148,8
-112.056049,41.439717,13
-112.057558,41.440216,10
-112.053678,41.467093,10
-112.069869,41.552343,12
-78.179058,36.554477,22
-80.743447,36.564023,13
-82.029558,36.684062,48
-77.838313,36.863142,13
-77.837229,36.866503,13
-81.385924,36.883911,6
-77.389948,37.015498,35
-80.523613,37.09852,14
-80.52114,37.098936,14
-77.544205,37.101068,13
-77.544186,37.103216,20
-81.129344,37.185381,26
-81.104486,37.206478,24
-80.225025,37.239716,22
-79.811815,37.468652,7
-77.043765,37.496926,70
-77.044104,37.49935,29
-77.749113,37.700483,9
-77.763586,37.705214,9
-79.309059,37.87521,6
-77.49256,37.981259,39
-77.493782,37.982058,20
-78.628914,38.035053,14
-78.764686,38.045448,13
-78.954318,38.24998,12
-78.955273,38.251621,9
-77.505147,38.316376,21
-77.314816,38.596337,59
-77.315482,38.596395,62
-78.705893,38.614002,15
-78.705737,38.616814,7
-77.493976,38.807972,9
-77.4943,38.80915,9
-78.233674,38.98289,12
-78.115876,39.242869,13
-72.56590623,42.74828295,8
-72.56170926,42.77473429,4
-72.56620015,42.81201702,19
-72.906549,42.869443,5
-73.160544,42.88325,7
-73.20399413,42.90423195,12
-72.4821735,42.97852072,7
-72.47089963,42.99834634,7
-72.47227832,43.01554376,3
-72.47247774,43.02400629,4
-72.44738308,43.23324323,8
-72.44825399,43.23498047,8
-72.96085483,43.52903236,3
-72.96147938,43.52994807,3
-73.29215173,43.58617101,2
-73.09865256,43.61387284,2
-72.34868004,43.62153653,10
-72.4257883,43.72725763,7
-72.61781983,43.92675361,12
-72.62915686,43.98306823,5
-72.12007849,44.01577067,4
-72.12071297,44.01803853,4
-72.06915545,44.20156591,4
-72.07023301,44.23048709,8
-72.78695814,44.35551372,3
-71.89777732,44.36104357,4
-72.80916757,44.36106926,3
-73.0787176,44.43470972,11
-73.07866453,44.43615164,11
-73.18232172,44.55708781,12
-72.03408826,44.56533798,4
-72.16748405,44.71196164,4
-73.07775482,44.74654054,7
-73.07851702,44.75538403,8
-72.17296389,44.87547678,4
-72.17479686,44.87753324,4
-73.29554947,44.9862243,1
-72.10315877,44.9953441,4
-121.32464,45.70582,6
-122.66954,45.77708,22
-122.68061,45.79915,11
-122.693211,45.833394,32
-119.341188,45.959305,10
-119.78995,46.22098,7
-119.8579533,46.24724556,12
-123.8588,46.24979,6
-122.39573,46.30875,7
-122.90432,46.35091,26
-122.90798,46.35233,25
-117.424145,46.435621,4
-117.424694,46.436279,4
-121.736423,46.552853,5
-119.73153,46.63805,6
-120.44337,46.6977,11
-120.41593,46.71138,12
-118.7431,46.79404,9
-122.98525,46.83535,37
-122.97036,46.8711,13
-120.20349,46.94151,12
-120.20863,46.94725,12
-123.353303,47.016431,37
-118.84474,47.08509,19
-122.653829,47.085428,12
-118.84527,47.08711,19
-119.62723,47.10325,12
-119.614924,47.104552,12
-120.84936,47.16108,30
-120.84252,47.1613,20
-117.37691,47.18246,5
-121.02803,47.183155,7
-119.95561,47.23268,12
-122.315825,47.270612,22
-118.03432,47.28955,20
-118.03256,47.2957,13
-120.072805,47.319536,11
-117.071057,47.68791,21
-118.39777,47.69475,9
-120.79314,47.76644,18
-122.214755,47.901507,14
-122.109843,48.023323,2
-119.685567,48.103285,4
-122.18887,48.16885,11
-122.194278,48.169108,12
-122.256512,48.257008,13
-122.354422,48.538809,20
-122.34431,48.58233,12
-122.34653,48.58467,11
-122.62203,48.90913,18
-122.64618,48.92667,11
-87.95073,42.50037,26
-88.9895,42.5025,30
-87.9516,42.5187,27
-90.607433,42.52025,10
-90.61715,42.52102,18
-88.98119,42.59873,16
-88.462858,42.722307,15
-88.46113,42.733522,14
-89.006896,42.768793,44
-87.953933,42.79495,8
-89.22373,43.00864,17
-88.874931,43.086285,28
-88.823433,43.086497,30
-89.477863,43.425679,63
-89.482026,43.429215,68
-88.427324,43.55756,12
-88.431712,43.561408,22
-89.948941,43.751032,25
-89.97402,43.76153,23
-91.27815,43.85948,19
-91.106535,43.886137,20
-90.9197,43.89878,16
-90.87253,43.9107,16
-89.48425,43.94437,30
-87.73635,43.97065,10
-89.49773,43.9821,20
-89.535493,44.077306,12
-90.706636,44.227491,41
-90.7322,44.2439,43
-87.815319,44.318244,20
-87.80733,44.3187,20
-88.200367,44.340883,8
-88.051827,44.742229,20
-91.799446,44.904548,10
-91.906718,44.907242,25
-91.908928,44.908649,25
-92.61088,44.95994,18
-91.593021,45.238165,14
-91.637027,45.284081,12
-90.19507,46.46255,8
-91.933616,46.614144,14
-92.00167,46.6702,21
-81.045271,37.362936,7
-81.067583,37.474675,104
-80.300627,37.786232,8
-81.214327,37.801794,142
-81.38096,38.068487,18
-81.383618,38.102107,30
-82.422197,38.392032,20
-82.001513,38.449438,14
-81.998268,38.449524,18
-80.900307,38.619164,15
-80.900081,38.620175,15
-80.592334,38.911931,30
-80.595896,38.91345,12
-81.5472,39.1314,10
-81.549625,39.132149,10
-80.250316,39.313932,18
-80.250186,39.313964,17
-78.070672,39.320836,19
-81.44266,39.389833,23
-77.848069,39.58702,18
-79.776426,39.657251,9
-79.495145,39.663956,46
-80.047127,39.697405,19
-80.536082,40.091968,19
-104.879352,41.058254,20
-105.115556,41.098889,41
-104.075556,41.175,8
-105.435799,41.237094,18
-110.914215,41.26489,56
-110.914215,41.26489,12
-110.537778,41.302778,12
-110.444167,41.329167,15
-110.430556,41.332222,93
-105.663889,41.350556,10
-105.663889,41.350556,12
-110.297509,41.365238,8
-110.173889,41.398056,14
-110.014722,41.4925,18
-110.014722,41.4925,12
-109.826667,41.542778,12
-109.826667,41.542778,12
-106.286721,41.630369,25
-108.531925,41.64262,14
-108.568197,41.644604,11
-108.568573,41.644652,10
-108.547872,41.644832,20
-108.732513,41.66992,20
-108.736622,41.671583,15
-107.6994,41.7345,25
-107.682778,41.739167,16
-106.950337,41.753913,25
-104.828656,41.757435,5
-104.877222,41.875556,5
-104.877222,41.875556,5
-105.019491,42.234205,20
-105.235278,42.686111,10
-105.235278,42.686111,12
-105.634167,42.798056,10
-105.634167,42.798056,12
-105.9975,42.835833,10
-105.9975,42.835833,12
-106.391111,43.275556,15
-106.391111,43.275556,15
-106.645833,43.995278,10
-106.645833,43.995278,10
-106.157707,44.214343,6
-106.517039,44.271461,5
-104.773977,44.278415,4
-104.773977,44.278415,4
-105.269203,44.296976,10
-105.269203,44.296976,10
-104.624022,44.300287,4
-104.624022,44.300287,4
-104.519672,44.319721,5
-104.519672,44.319721,5
-106.631005,44.339175,5
-106.631005,44.339175,5
-104.340801,44.414066,6
-104.205751,44.52792,12
-106.840723,44.597089,5
-106.908856,44.701301,5
-106.932324,44.805497,15
-107.298611,44.998611,5
-87.362705,46.50429333,6
-81.080887,37.486458,13
-94.8451,36.8763,15
-95.1475,36.6227,15
-95.1479,36.6242,15
-96.6888,35.752,95
-96.8804,35.7194,18
-97.8898,35.0814,30
-98.4096,34.37,8
-80.5861,40.9406,101
-80.5871,40.9386,108
-78.6007,42.9528,51
-78.3324,43.0121,20
-78.9915,42.6336,40
-78.9869,42.6379,26
-78.6007,42.9528,39
-78.32903,43.01187,48
-77.90665,43.03087,31
-77.7171,43.0412,35
-78.9378,42.688,5
-78.9364,42.6877,5
-77.48,43.0148,5
-76.8104,42.9744,5
-75.6445,43.1168,5
-77.41339,42.99897,40
-76.91816,42.95897,27
-76.9161,42.9588,43
-76.67101,43.02383,24
-75.5319,43.1298,10
-76.3182,43.0924,35
-76.10088,43.09103,25
-76.10088,43.09103,30
-75.4149,43.12503,32
-75.1016,43.075,23
-74.8008,43.0161,35
-74.8071,43.0169,35
-74.3946,42.9435,5
-74.3978,42.943,5
-74.16241,42.91469,20
-74.0976,42.89677,54
-73.91855,42.74384,65
-75.5323,43.1298,5
-73.7863,42.5935,5
-73.8074,42.429,45
-73.9558,42.11,48
-73.9593,42.1069,10
-73.9831,42.055,8
-74.0006,42.0147,41
-74.0875,41.594,22
-74.0851,41.5763,21
-74.18817,41.15128,28
-74.1897,41.1531,20
-73.854,40.9824,14
-97.3225,37.3659,55
-96.9815,37.7662,65
-96.184857,38.471009,17
-95.509064,39.019535,61
-95.136082,39.019659,80
-86.924949,41.587472,119
-86.92592,41.585402,174
-85.665781,41.7477,128
-85.666714,41.749797,104
-85.328454,41.746769,45
-89.5724,39.92968,9
-88.9786,37.63821,12
-87.8033,41.36135,9
-87.7999,41.36574,7
-88.9787,37.64184,12
-89.8999,38.57476,9
-88.9359,38.98836,10
-87.6186,39.42566,5
-90.4695,41.45373,9
-90.4328,41.45445,9
-87.9011,41.55184,6
-87.8205,41.55108,6
-87.937438,42.435726,3
-96.788231,42.78379,23
-97.01477,45.402698,6
-96.842583,44.698303,13
-96.847862,44.701186,13
-101.777021,43.838721,10
-101.929,43.853,15
-96.629,42.647,19
-96.462518,43.61,7
-100.803,43.886,12
-100.787,43.887,12
